original_rank;rule_id;profile_id;model_id;target_id;filter_id;locked_test_policy;run_group;seed;spread;timezone_shift_hours;provider_drift_status;transfer_status;locked_test_status;stop_policy_id;entry_id;mask_id;exit_id;split;n_trades;gross_profit;gross_loss;pf;mean_pnl_r;median_pnl_r;max_drawdown_r;win_rate;ambiguous_same_bar_rate;exit_reason_counts;risk_distance_atr;tp_distance_atr;bs_p05;negative_years;pf_without_best_year;effective_profit_years;n_years;filter_id_summary;filter_family;top_fraction;score_cutoff_on_val_select;entry_filter_score_col;selected_fraction;sl_rate;profile_id_summary;model_id_summary;target_id_summary;eligible_for_winner;not_eligible_for_winner;not_eligible_reason;rich_entry_seed;locked_test;fixed_cutoff_source;run_group_summary;status;reason;fixed_cutoff_policy;saved_scores_mutated;pf_shift0;pf_drop_from_shift0_ratio;risk_flag
6;rank06_time_only_linear_target_entry_good_0_5r_top50;time_only;linear;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;907;409.7688017583533;109.19549826492414;3.752616254968632;0.3313928373687201;0.0166666666666515;3.7162394414529416;0.5181918412348401;0.0;{'ML_CLOSE': 644, 'TIME': 246, 'SL': 17};2.0;;3.1960945999489265;0;3.597415730261083;1.961299792861038;2;top50;rich_entry_quality;0.5;0.2863669071030585;rich_entry_score;0.3946910356832028;0.0187431091510474;time_only;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
7;rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;movement_plus_time;linear;target_entry_good_0_5r;top40;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;810;364.2106752088731;101.2592759446461;3.596812951812639;0.3246313571163296;0.0149110807113408;3.630059623849519;0.5135802469135803;0.0;{'ML_CLOSE': 577, 'TIME': 214, 'SL': 19};2.0;;2.9486618292803817;0;3.433474897999418;1.7956148756242196;2;top40;rich_entry_quality;0.4;0.2941066606932765;rich_entry_score;0.3524804177545692;0.0234567901234567;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
8;rank08_movement_plus_time_linear_target_entry_good_0_5r_top30;movement_plus_time;linear;target_entry_good_0_5r;top30;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;564;243.7580043499209;62.86177027670186;3.877682783621251;0.3207380036759203;0.0331313131313086;3.54617953335179;0.5407801418439716;0.0;{'ML_CLOSE': 395, 'TIME': 159, 'SL': 10};2.0;;3.206883515153272;0;3.7811280529601214;1.862353147857428;2;top30;rich_entry_quality;0.3;0.2982796930676169;rich_entry_score;0.2454308093994778;0.0177304964539007;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
9;rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;time_only;hist_gradient_boosting;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1064;515.5697137914431;153.90946628722892;3.3498245834293034;0.3399062476543366;0.0051682692307645;4.021287887077335;0.5084586466165414;0.0;{'ML_CLOSE': 732, 'TIME': 291, 'SL': 41};2.0;;2.812284023454297;0;3.259928476920076;1.991176295186506;2;top50;rich_entry_quality;0.5;0.2867911301968629;rich_entry_score;0.4630113141862489;0.0385338345864661;time_only;hist_gradient_boosting;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
10;rank10_movement_plus_time_linear_target_entry_ev_regression_top50;movement_plus_time;linear;target_entry_ev_regression;top50;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1248;558.3657193718699;180.57407654843067;3.092169873133002;0.3027176625187814;-0.0038275193798414;5.598767225276731;0.4927884615384615;0.0;{'ML_CLOSE': 883, 'TIME': 312, 'SL': 53};2.0;;2.659916220325006;0;2.90629896876013;1.840753949496984;2;top50;rich_entry_quality;0.5;-0.0275664925037564;rich_entry_score;0.5430809399477807;0.0424679487179487;movement_plus_time;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
11;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;movement_plus_time;linear;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;-4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1107;484.7487026505404;148.89284904414257;3.255688273563937;0.3033928216859962;-0.0028301886792641;5.388677682292354;0.4950316169828365;0.0;{'ML_CLOSE': 791, 'TIME': 282, 'SL': 34};2.0;;2.793363487083226;0;3.2208882262428618;1.8599470933534137;2;top50;rich_entry_quality;0.5;0.2897998842880031;rich_entry_score;0.4817232375979112;0.030713640469738;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
1;rank01_time_only_linear_target_entry_ev_regression_top30;time_only;linear;target_entry_ev_regression;top30;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;398;163.84871786593317;44.60851695217784;3.673036654448426;0.2995984947581792;0.0205714992577874;3.893663335142904;0.5150753768844221;0.0;{'ML_CLOSE': 283, 'TIME': 108, 'SL': 7};2.0;;2.999623636389792;0;3.660186569088221;1.9698511750400831;2;top30;rich_entry_quality;0.3;-0.0267181842596606;rich_entry_score;0.1731940818102698;0.0175879396984924;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
2;rank02_time_only_linear_target_entry_ev_regression_top40;time_only;linear;target_entry_ev_regression;top40;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;836;374.7941188008081;94.51996787761666;3.965237475388133;0.3352561613913773;0.0183333333333309;3.3685171840356105;0.5191387559808612;0.0;{'ML_CLOSE': 593, 'TIME': 229, 'SL': 14};2.0;;3.303337062912021;0;3.642760056958773;1.981793625102629;2;top40;rich_entry_quality;0.4;-0.0390640699904365;rich_entry_score;0.3637946040034813;0.0167464114832535;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
3;rank03_time_only_linear_target_entry_ev_regression_top50;time_only;linear;target_entry_ev_regression;top50;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1257;561.8395411332538;168.78896888913056;3.328650828492823;0.3126893971711401;0.0058139534883931;5.558427287521653;0.5099443118536198;0.0;{'ML_CLOSE': 889, 'TIME': 326, 'SL': 42};2.0;;2.837635031500113;0;3.080846364723285;1.999692106639117;2;top50;rich_entry_quality;0.5;-0.0474950606299718;rich_entry_score;0.5469973890339426;0.0334128878281622;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
4;rank04_time_only_linear_target_entry_good_0_5r_top40;time_only;linear;target_entry_good_0_5r;top40;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;887;390.0055248635544;119.16605271396348;3.2727904968010644;0.3053432605970584;0.0151162790697538;4.349646208867775;0.5129650507328072;0.0;{'ML_CLOSE': 615, 'TIME': 246, 'SL': 26};2.0;;2.803777262839924;0;3.126358184445345;1.9774800678631843;2;top40;rich_entry_quality;0.4;0.2900920417107097;rich_entry_score;0.3859878154917319;0.0293122886133032;time_only;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
5;rank05_time_only_linear_target_entry_avoid_sl_top30;time_only;linear;target_entry_avoid_sl;top30;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;488;218.49939290914185;59.036097225545454;3.7011151342605206;0.3267690485319597;0.0366666666666585;3.218343379276078;0.5389344262295082;0.0;{'ML_CLOSE': 335, 'TIME': 140, 'SL': 13};2.0;;3.0472997255348986;0;3.56310034745609;1.9313349773360924;2;top30;rich_entry_quality;0.3;0.4288113055848618;rich_entry_score;0.2123585726718886;0.026639344262295;time_only;linear;target_entry_avoid_sl;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
6;rank06_time_only_linear_target_entry_good_0_5r_top50;time_only;linear;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1067;488.9294371350094;148.4395283657047;3.293795409605809;0.3191095677313071;0.0077777777777959;4.55208523325804;0.5079662605435802;0.0;{'ML_CLOSE': 740, 'TIME': 289, 'SL': 38};2.0;;2.901020458836287;0;3.1380788059143714;1.975047624440533;2;top50;rich_entry_quality;0.5;0.2863669071030585;rich_entry_score;0.4643167972149695;0.035613870665417;time_only;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
7;rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;movement_plus_time;linear;target_entry_good_0_5r;top40;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1005;423.7257519728921;135.02293939637016;3.138176030437412;0.2872664801756436;0.0;4.726529497634296;0.499502487562189;0.0;{'ML_CLOSE': 722, 'TIME': 255, 'SL': 28};2.0;;2.705930344130669;0;3.0063186675142006;1.8667400976366624;2;top40;rich_entry_quality;0.4;0.2941066606932765;rich_entry_score;0.4373368146214099;0.0278606965174129;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
8;rank08_movement_plus_time_linear_target_entry_good_0_5r_top30;movement_plus_time;linear;target_entry_good_0_5r;top30;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;787;315.9842296257036;103.87294036602997;3.0420264268271486;0.2695187919436768;0.0010204081632643;5.620131960972572;0.5006353240152478;0.0;{'ML_CLOSE': 564, 'TIME': 203, 'SL': 20};2.0;;2.5437298996099;0;2.744771887487241;1.8282361363023791;2;top30;rich_entry_quality;0.3;0.2982796930676169;rich_entry_score;0.3424717145343777;0.025412960609911;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
9;rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;time_only;hist_gradient_boosting;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1136;548.7490437925853;168.32978795148097;3.259963969958517;0.3348761054939299;0.0;4.66359557938506;0.4991197183098591;0.0;{'ML_CLOSE': 787, 'TIME': 302, 'SL': 47};2.0;;2.7655325912364552;0;3.198037081036886;1.980119111021648;2;top50;rich_entry_quality;0.5;0.2867911301968629;rich_entry_score;0.4943429068755439;0.0413732394366197;time_only;hist_gradient_boosting;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
10;rank10_movement_plus_time_linear_target_entry_ev_regression_top50;movement_plus_time;linear;target_entry_ev_regression;top50;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1336;582.8019661594313;189.5470838973233;3.074708163145007;0.2943524567830149;-0.0033066860465086;5.647415873925354;0.4932634730538922;0.0;{'ML_CLOSE': 952, 'TIME': 333, 'SL': 51};2.0;;2.686385612355083;0;2.9773731508019727;1.8765186029314815;2;top50;rich_entry_quality;0.5;-0.0275664925037564;rich_entry_score;0.5813751087902524;0.0381736526946107;movement_plus_time;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
11;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;movement_plus_time;linear;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;4;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1249;541.882551334402;166.0065141068111;3.2642246254610625;0.3009415830485116;0.0052083333333286;4.841757903161238;0.5076060848678943;0.0;{'ML_CLOSE': 889, 'TIME': 321, 'SL': 39};2.0;;2.8075743629455703;0;3.252113622339404;1.8891132318915247;2;top50;rich_entry_quality;0.5;0.2897998842880031;rich_entry_score;0.5435161009573543;0.0312249799839871;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
1;rank01_time_only_linear_target_entry_ev_regression_top30;time_only;linear;target_entry_ev_regression;top30;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;509;214.14957966989056;55.99677553585187;3.824319840216185;0.3107127782594081;0.0200000000000102;2.625192046383773;0.5225933202357563;0.0;{'ML_CLOSE': 361, 'TIME': 140, 'SL': 8};2.0;;3.064233408766703;0;3.626460356611616;1.9649961472551103;2;top30;rich_entry_quality;0.3;-0.0267181842596606;rich_entry_score;0.2214969538729329;0.0157170923379174;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
2;rank02_time_only_linear_target_entry_ev_regression_top40;time_only;linear;target_entry_ev_regression;top40;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;749;334.84980849044894;85.25788985833655;3.9274935029101847;0.3332335362244491;0.0182692307692358;2.390335365853751;0.5220293724966623;0.0;{'ML_CLOSE': 532, 'TIME': 204, 'SL': 13};2.0;;3.3358488144348657;0;3.680661264013131;1.9857228439436492;2;top40;rich_entry_quality;0.4;-0.0390640699904365;rich_entry_score;0.3259355961705831;0.0173564753004005;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
3;rank03_time_only_linear_target_entry_ev_regression_top50;time_only;linear;target_entry_ev_regression;top50;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1006;427.37047847617066;138.46866593345695;3.086405690378714;0.2871787401021011;-0.0042261904761866;3.79863691622262;0.4940357852882703;0.0;{'ML_CLOSE': 711, 'TIME': 259, 'SL': 36};2.0;;2.739333942041666;0;2.990592233683196;1.9762695147954408;2;top50;rich_entry_quality;0.5;-0.0474950606299718;rich_entry_score;0.4377719756309834;0.0357852882703777;time_only;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
4;rank04_time_only_linear_target_entry_good_0_5r_top40;time_only;linear;target_entry_good_0_5r;top40;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;844;359.4025272689223;112.06854842548314;3.2069883327515125;0.2930497379661602;0.0122222222222237;4.009238356881212;0.514218009478673;0.0;{'ML_CLOSE': 590, 'TIME': 228, 'SL': 26};2.0;;2.707706986833382;0;3.120973969341956;1.983638550592036;2;top40;rich_entry_quality;0.4;0.2900920417107097;rich_entry_score;0.3672758920800696;0.0308056872037914;time_only;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
5;rank05_time_only_linear_target_entry_avoid_sl_top30;time_only;linear;target_entry_avoid_sl;top30;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;559;230.52101566433885;82.42212248268063;2.79683425663757;0.2649354081961685;0.0032608695652144;4.243037471672309;0.5044722719141324;0.0;{'ML_CLOSE': 381, 'TIME': 153, 'SL': 25};2.0;;2.3274824978912667;0;2.7362542501190417;1.9452150523230964;2;top30;rich_entry_quality;0.3;0.4288113055848618;rich_entry_score;0.2432550043516101;0.0447227191413237;time_only;linear;target_entry_avoid_sl;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
6;rank06_time_only_linear_target_entry_good_0_5r_top50;time_only;linear;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1089;483.2238604642721;154.5318415604078;3.127018066858252;0.3018292184608487;0.0032608695652144;3.714988299336156;0.5041322314049587;0.0;{'ML_CLOSE': 760, 'TIME': 286, 'SL': 43};2.0;;2.7028905370795027;0;3.053320744948836;1.977407344860232;2;top50;rich_entry_quality;0.5;0.2863669071030585;rich_entry_score;0.4738903394255874;0.039485766758494;time_only;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
7;rank07_movement_plus_time_linear_target_entry_good_0_5r_top40;movement_plus_time;linear;target_entry_good_0_5r;top40;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;829;352.97220438093564;106.99740513882718;3.2988856498245043;0.2967126649482611;-0.0041666666666628;3.1119005328596643;0.4921592279855247;0.0;{'ML_CLOSE': 591, 'TIME': 216, 'SL': 22};2.0;;2.842120400368913;0;3.2577897838248697;1.8915089962425864;2;top40;rich_entry_quality;0.4;0.2941066606932765;rich_entry_score;0.3607484769364665;0.0265379975874547;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
8;rank08_movement_plus_time_linear_target_entry_good_0_5r_top30;movement_plus_time;linear;target_entry_good_0_5r;top30;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;551;228.14373750037083;66.1349880446362;3.4496677816950805;0.2940267685222044;0.0166666666666515;3.866938781778373;0.5208711433756806;0.0;{'ML_CLOSE': 393, 'TIME': 146, 'SL': 12};2.0;;2.860037005448429;0;3.279226899995082;1.8300621223065805;2;top30;rich_entry_quality;0.3;0.2982796930676169;rich_entry_score;0.2397737162750217;0.0217785843920145;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
9;rank09_time_only_hist_gradient_boosting_target_entry_good_0_5r_top50;time_only;hist_gradient_boosting;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1042;504.6591267951867;155.51397608297182;3.245104649153427;0.3350721216048127;-0.0029775943396306;4.975897006028731;0.4952015355086372;0.0;{'ML_CLOSE': 715, 'TIME': 284, 'SL': 43};2.0;;2.829207648004259;0;3.0857797774232023;1.9921414123213144;2;top50;rich_entry_quality;0.5;0.2867911301968629;rich_entry_score;0.453437771975631;0.0412667946257197;time_only;hist_gradient_boosting;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
10;rank10_movement_plus_time_linear_target_entry_ev_regression_top50;movement_plus_time;linear;target_entry_ev_regression;top50;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1235;530.5995991130249;173.38455329677862;3.0602472309330166;0.2892429520779322;-0.0028301886792641;6.316952110566788;0.4947368421052631;0.0;{'ML_CLOSE': 880, 'TIME': 308, 'SL': 47};2.0;;2.6283440391238724;0;3.002097988689329;1.802104668013483;2;top50;rich_entry_quality;0.5;-0.0275664925037564;rich_entry_score;0.5374238468233247;0.0380566801619433;movement_plus_time;linear;target_entry_ev_regression;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
11;rank11_movement_plus_time_linear_target_entry_good_0_5r_top50;movement_plus_time;linear;target_entry_good_0_5r;top50;not_opened;timezone_calendar;42;0.2;8;NOT_IN_SCOPE;NOT_IN_SCOPE;not_opened;S2_fractal0_buffer_0_5_entry_floor_2;E3_open_pullback_1_0atr;M0_no_mask;X2_ml_opposite_any_p0_50;val_eval;1149;513.2505015078877;158.1912899700354;3.2444928011214;0.3090158499023954;0.0051282051282004;4.572819153566215;0.5065274151436031;0.0;{'ML_CLOSE': 806, 'TIME': 303, 'SL': 40};2.0;;2.8530607989756773;0;3.1004024093296576;1.880683683262877;2;top50;rich_entry_quality;0.5;0.2897998842880031;rich_entry_score;0.5;0.0348128807658833;movement_plus_time;linear;target_entry_good_0_5r;True;False;;42;not_opened;ML/reports/leaderboard_closure_audit_rules.csv;timezone_calendar;COMPUTED;feature_rescore_rich_runner_fixed_saved_cutoffs;source_rules_csv_score_cutoff_on_val_select;False;;;False
